ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDO3JBkgD,11/01/17 18:05,2719846,92178,54916,54526992,b,Edge,Tablet,0
IDDN5Eq8N,12/01/17 16:44,3278036,40529,25491,49384126,e,Firefox,Mobile,0
IDNfp8mab,11/01/17 19:04,4974141,187621,10345,26461535,b,Firefox,,0
IDg3MhzhK,10/01/17 13:43,3081186,323031,1678,51637733,a,Firefox,Mobile,0
IDLefjE1N,17/01/17 14:47,4939736,624175,42227,22419907,b,Edge,,0
IDVjWq0EK,12/01/17 13:51,9935594,20913,2308,26391770,b,Edge,Tablet,0
IDlHN2XUG,16/01/17 11:43,7472144,103586,1678,95400336,f,IE,Mobile,0
IDFh0oRWL,14/01/17 10:40,9010098,382005,68575,7122654,b,Firefox,Mobile,0
IDWfMKrQD,16/01/17 16:38,2960554,191024,86652,82291592,b,Mozilla,Desktop,0
ID5ILRN2m,17/01/17 14:31,,198159,30580,67147700,b,Edge,Tablet,0
IDwHuqwH4,18/01/17 15:16,4403738,754677,2053,27723861,b,Firefox,Mobile,0
IDEXOUaoa,14/01/17 11:45,2464091,671640,56811,15961717,b,Edge,Tablet,0
IDV1e966g,19/01/17 14:19,5805833,630197,14960,52437512,a,Edge,Tablet,0
IDp8yXSIZ,11/01/17 17:56,500561,863705,45620,31388981,a,Mozilla,Desktop,0
ID0ib59IH,14/01/17 16:09,2609453,720955,15912,54526992,a,Firefox,Mobile,0
IDWLkS7Ut,15/01/17 10:01,1466152,449812,50088,57977218,b,Firefox,Mobile,0
IDlJzlNr5,18/01/17 17:35,5250101,388376,73248,37017006,f,Google Chrome,Mobile,0
IDtqRUVRk,12/01/17 11:40,7027758,236930,8467,56546102,e,Edge,Tablet,0
IDyyVWHKp,18/01/17 12:33,1819346,43864,25491,49384126,b,Firefox,Mobile,0
ID4tZTVCI,11/01/17 13:47,3183475,480435,6906,99510044,f,Firefox,,0
IDPj4WE2f,11/01/17 11:38,5559817,972561,17714,29916445,c,,Desktop,1
IDBVYYLnG,20/01/17 16:46,5906044,399965,40339,10518559,a,Edge,Tablet,0
IDlyRt2ok,15/01/17 09:42,2374685,311162,53956,52437512,b,Mozilla,Desktop,0
IDR564NJQ,11/01/17 19:32,1343471,579280,8467,56546102,d,Firefox,Mobile,0
IDGty5qNH,14/01/17 16:26,4865007,362901,81229,43770446,b,Edge,Tablet,0
IDaexFV5f,16/01/17 10:23,8896401,703818,33638,29916445,a,Edge,Tablet,0
IDwqilyXy,20/01/17 13:58,5978590,105339,14345,555603,e,Firefox,Mobile,0
ID7kFjmdD,20/01/17 15:29,6668109,71075,42227,48913006,b,,Tablet,0
IDfxQvjKy,17/01/17 08:10,882420,40073,835,26551485,b,Firefox,,0
IDKE3w6dD,20/01/17 09:04,9779987,102606,70409,51368560,c,Firefox,Mobile,0
IDabT9RA7,13/01/17 13:08,1628127,159006,904,58604466,d,InternetExplorer,Desktop,0
IDYoTYTEG,16/01/17 12:36,8386020,15537,54916,43526789,d,Edge,Tablet,0
IDXCDBZ1h,20/01/17 14:57,1981485,456755,46955,27723861,b,Firefox,Mobile,0
IDDQ1skj0,11/01/17 11:23,3822323,25397,42227,49384126,c,Edge,Tablet,0
IDAj4RNGh,17/01/17 10:12,,908067,73248,61940782,e,Edge,Tablet,0
IDg57oMPM,14/01/17 10:24,3750885,567719,35368,12817537,b,InternetExplorer,Desktop,1
IDBDuN4hW,20/01/17 11:15,1761142,977382,21407,59584425,b,Edge,Tablet,0
IDrCzXhqT,10/01/17 18:26,,202675,17118,15961717,b,Edge,Tablet,0
IDVoe1uNI,15/01/17 17:17,610186,260067,41706,4000296,b,Edge,Tablet,0
IDxt6pNH6,14/01/17 12:52,5263178,32699,45287,26391770,d,Firefox,Mobile,0
IDLYsI30m,17/01/17 15:22,3585663,899472,12211,58163546,b,Firefox,Mobile,0
IDV1DeBqv,14/01/17 12:33,7255291,196297,20322,30860214,b,Edge,Tablet,0
IDTqA9gGU,13/01/17 17:50,7968906,382191,45620,31388981,c,Firefox,Mobile,0
IDkCo3beg,11/01/17 14:17,,655675,40339,37135965,a,Mozilla Firefox,Desktop,0
IDKm7u7Ev,16/01/17 15:10,,883466,40339,43452411,a,Mozilla Firefox,Desktop,0
IDCmB41mL,11/01/17 09:37,461489,534102,92902,555603,b,Edge,Tablet,0
IDqipSopW,16/01/17 13:31,87022,260571,62416,54526992,b,,Mobile,0
IDtOpGsI0,10/01/17 10:23,,452714,95113,65017662,b,Mozilla,Desktop,0
IDZU66b3r,20/01/17 17:02,1026874,374440,45620,31388981,b,Edge,,0
IDWFgYmjx,16/01/17 08:52,2005202,182520,40339,49384126,b,Edge,Tablet,0
ID8YcS2dT,16/01/17 09:31,3832640,89181,73248,43770446,c,Edge,Tablet,0
IDBAv2Znx,13/01/17 17:49,4653829,939514,42227,79055697,b,InternetExplorer,Desktop,0
IDi0urrHa,12/01/17 03:02,3364215,159496,53956,52437512,e,Mozilla,Desktop,0
IDfscceY8,17/01/17 17:47,998487,187415,8467,37236044,b,Edge,Tablet,0
IDgvbSQyp,16/01/17 11:47,9840890,751349,26962,77896159,d,Firefox,Mobile,0
ID2sbJPq2,16/01/17 17:04,1668351,885162,15912,54526992,b,,Mobile,0
IDOoRIfCI,15/01/17 17:37,5163209,884136,82877,67290861,a,Firefox,,0
IDo6BcXPC,11/01/17 19:21,6992490,898575,48498,55358028,b,InternetExplorer,Desktop,0
IDvdkMgft,18/01/17 16:47,,359588,40339,43452411,e,Edge,Tablet,0
IDpzPyg7v,15/01/17 15:48,4444076,588585,40339,49384126,b,Firefox,Mobile,0
IDeUFqwU2,15/01/17 12:35,8845132,737541,89522,76532649,a,Mozilla Firefox,Desktop,0
IDkmawwa2,11/01/17 11:57,6282503,880844,82877,67290861,a,Firefox,Mobile,0
ID8mapRO1,20/01/17 12:54,4411105,149608,6906,71165566,e,Firefox,Mobile,0
ID060mAst,11/01/17 18:04,,155615,97863,96206255,b,Internet Explorer,Tablet,0
ID9MMRggH,17/01/17 14:14,4079270,818159,26162,555603,e,Firefox,,0
IDWr3yr8q,13/01/17 10:02,,949351,15124,11945063,a,Edge,Tablet,0
IDDPNzUkO,14/01/17 10:03,1501420,504663,12211,87903766,b,Edge,,0
IDPWZUujE,12/01/17 11:36,3542332,759131,50088,57977218,a,Mozilla Firefox,Desktop,0
ID63IeOQI,14/01/17 14:25,1057162,179737,45620,54630329,f,Edge,Tablet,0
IDHdNP7KG,20/01/17 02:47,,832986,84987,17990842,b,Mozilla Firefox,Desktop,0
ID0iYGPz3,18/01/17 15:18,,823542,5602,72451969,b,Firefox,Mobile,0
IDbJSvH4Y,16/01/17 16:06,8640281,822910,33287,57977218,f,Mozilla,,0
IDiTaIJRF,16/01/17 14:04,5752878,207107,46450,91553313,b,,Tablet,0
IDipVPyID,15/01/17 17:18,9533752,228039,11837,79474990,a,Edge,Tablet,0
IDHJl6BMC,11/01/17 14:54,9940117,875362,82877,54692138,f,Firefox,Mobile,0
IDmmp7tda,18/01/17 08:07,2162315,332242,40339,43452411,a,Mozilla Firefox,Desktop,0
IDxc6QxgI,20/01/17 08:29,803508,83315,97863,87807327,b,Firefox,Mobile,0
ID9FvM99Q,17/01/17 14:58,,50417,40339,54526992,b,Edge,Tablet,0
IDsAklBIu,13/01/17 12:42,3149680,388555,5602,60774669,b,Firefox,Mobile,0
IDNX6zXJo,11/01/17 00:10,5837173,921202,904,94350426,b,Internet Explorer,Tablet,0
ID6KXAvPW,20/01/17 09:51,7753351,167871,10345,17777318,e,Google Chrome,Mobile,0
IDQNDKntR,17/01/17 08:57,2576733,654175,33949,48644561,a,Edge,Tablet,0
IDYBDHdcx,15/01/17 14:16,3897577,105014,904,74363610,b,Edge,Tablet,0
IDadNCVcI,14/01/17 15:23,8301698,626543,41706,4000296,b,Internet Explorer,,0
IDtuLUZv7,14/01/17 16:41,2470421,300303,40339,37135965,a,Firefox,,0
IDP6IWCcd,14/01/17 16:56,824077,19514,71531,26391770,d,Chrome,Desktop,0
IDdfATbGR,13/01/17 04:34,5091382,612787,904,74363610,f,Mozilla,Desktop,0
ID2mydeK7,19/01/17 17:59,1070212,594826,45620,31388981,d,Mozilla,Desktop,0
IDTaXntFH,13/01/17 15:51,1754407,665238,25491,15961717,e,Mozilla Firefox,Desktop,0
IDWU7oDfA,17/01/17 13:55,4242125,145890,42227,49384126,b,Edge,Tablet,0
IDkZuPHCK,14/01/17 11:09,293037,116086,34670,41475976,c,InternetExplorer,Desktop,0
ID84QAvEc,19/01/17 12:33,8398100,324966,904,26391770,c,Mozilla Firefox,Desktop,0
IDmscTgPV,16/01/17 15:59,8119016,617282,1678,73017084,b,Mozilla,Desktop,0
IDh9Elh52,16/01/17 10:21,9082542,200515,87732,555603,a,Firefox,Mobile,0
IDgmDMlGj,14/01/17 12:55,1880798,826268,84974,74699062,b,Chrome,Desktop,0
ID4SCVqUK,10/01/17 14:30,5966075,852730,71441,7122654,b,Firefox,Mobile,0
IDqDxLT2o,16/01/17 14:39,918844,565775,82877,67290861,b,Firefox,Mobile,0
ID1hN4X3D,11/01/17 18:28,9060168,221880,17118,17488931,a,Mozilla Firefox,Desktop,0
IDr8mKEMA,19/01/17 17:09,4183443,685359,12211,58163546,f,InternetExplorer,,0
IDeH1OCh0,11/01/17 11:37,8956254,59546,42227,1189152,b,Mozilla Firefox,Desktop,0
IDOaoVfyC,16/01/17 09:57,3694261,385597,40339,68646414,a,Edge,,0
IDCxeydRc,15/01/17 18:55,9572488,156351,70409,47941469,a,,Mobile,0
IDMFJ2Ibc,11/01/17 14:56,6166900,783583,13412,77318092,b,Firefox,Mobile,0
IDaqGoiw0,18/01/17 11:15,,724613,70424,44933356,a,Mozilla,Desktop,0
IDc1tj7bR,18/01/17 10:06,7033740,52097,42227,54526992,b,Edge,Tablet,0
IDZTItpBz,14/01/17 13:48,8381006,36260,89680,20301556,b,,Desktop,0
IDZWqowld,12/01/17 18:10,5635679,480708,80554,7122654,b,Edge,Tablet,0
IDGPGhUvl,14/01/17 09:05,9688010,99725,6906,99510044,f,InternetExplorer,Desktop,0
IDQHHIXID,17/01/17 08:23,3657166,41728,92902,31261303,a,Edge,Tablet,0
IDH9D2h5I,13/01/17 15:28,,598002,64452,87726715,a,Firefox,Mobile,0
IDuHCB2L3,14/01/17 16:23,7575489,605029,6906,99510044,b,Mozilla Firefox,Desktop,0
IDvvkIQoe,15/01/17 09:24,2049184,983300,95113,65017662,b,Edge,Tablet,0
IDDtC4pr4,12/01/17 13:16,1682624,194767,30580,67147700,a,Edge,Tablet,0
IDruMIYWr,11/01/17 06:39,9079588,608072,40339,49384126,a,Edge,Tablet,0
ID6UgB7Oo,14/01/17 14:47,5646388,914630,9764,95302954,b,Firefox,Mobile,0
IDC1PpTnM,11/01/17 18:08,9545287,782428,42227,49384126,b,Mozilla,Desktop,0
ID9LTRZJG,11/01/17 08:44,6650392,730285,82396,17990842,e,Mozilla Firefox,,0
IDqmK5oLd,15/01/17 14:34,6398825,794254,82877,67290861,a,Mozilla Firefox,Desktop,0
IDX0PBOoz,13/01/17 14:58,5450896,218182,904,74363610,b,Firefox,Mobile,0
IDGUL00iC,18/01/17 09:24,8896401,120305,33638,555603,a,Mozilla Firefox,Desktop,0
IDb5SrHhN,15/01/17 17:24,7603324,169266,1678,29916445,f,Firefox,Mobile,0
IDR3BvYY3,15/01/17 16:35,3580186,76829,84144,74363610,e,Firefox,Mobile,0
IDJIE8OFB,10/01/17 12:06,6821720,431721,50088,74868704,c,Mozilla Firefox,Desktop,0
IDLdAL8Z8,11/01/17 12:30,997861,55347,5602,60774669,a,Firefox,Mobile,0
IDngWz0xi,18/01/17 02:02,1944758,909523,97863,36994522,a,Edge,Tablet,0
IDSEdvx5h,15/01/17 11:14,4605963,469473,82396,7122654,a,Chrome,Desktop,0
IDR5DKMwq,18/01/17 16:34,2855707,724106,17714,61682792,b,Mozilla Firefox,Desktop,0
ID17o6ujF,16/01/17 13:15,3713971,438645,43897,48626108,b,Mozilla Firefox,Desktop,0
IDvKucLY0,16/01/17 16:09,1595055,64813,42227,50706198,b,Edge,Tablet,0
IDlNdH9e0,12/01/17 08:18,,68770,43612,74868704,d,Firefox,Mobile,0
IDXF6bdbK,15/01/17 12:12,7655213,584592,40339,37135965,b,Firefox,Mobile,0
IDVG078cW,11/01/17 12:01,9157822,566152,6906,99510044,a,Edge,,0
IDkyBExZk,14/01/17 12:30,4310798,683003,37718,47262990,a,Firefox,Mobile,0
IDP6oi9At,17/01/17 09:52,4379735,273575,15124,11945063,b,Edge,Tablet,0
IDhEVGBie,20/01/17 16:52,163947,459933,5602,72451969,b,Firefox,Mobile,0
IDQYLZe9A,19/01/17 05:39,1882600,630769,42227,49384126,b,Edge,,0
ID9fzLpXd,18/01/17 12:34,506359,707152,97863,79906734,b,Firefox,Mobile,0
IDeq3Utb5,20/01/17 16:24,827411,138024,14345,79906734,a,Firefox,Mobile,0
IDBGPY7tI,18/01/17 12:37,7848801,134594,10345,42296429,b,Mozilla,Desktop,0
IDHPWAx9j,14/01/17 10:11,7338765,790507,40339,37135965,c,Edge,Tablet,0
IDWI2QKH3,11/01/17 13:09,4448494,789038,68575,26391770,b,Google Chrome,Mobile,0
IDrmzvqwa,11/01/17 22:38,3768424,712555,6906,98830533,d,InternetExplorer,Desktop,1
IDmwqkNId,14/01/17 10:31,6994893,904366,33287,91808273,b,Edge,Tablet,0
IDEb3LZ3Y,12/01/17 10:04,7723803,775319,6906,98830533,e,Mozilla,Desktop,0
IDzZiYvH6,10/01/17 08:09,9947020,163906,42227,15961717,c,InternetExplorer,Desktop,1
IDDlvBsgP,12/01/17 09:23,9538510,381338,42227,1189152,b,Edge,Tablet,0
IDOOZ4o7C,17/01/17 14:31,,418332,6906,99510044,c,InternetExplorer,Desktop,0
IDyJhMqc9,10/01/17 16:54,5280159,848506,14345,555603,c,Firefox,Mobile,0
ID6yPDGJ9,19/01/17 14:30,,32183,40339,43452411,d,Edge,Tablet,0
IDdWACBWL,10/01/17 13:11,88987,565779,97863,36994522,b,Mozilla,Desktop,0
IDYMzIeay,12/01/17 15:33,3669673,597669,40339,7864011,b,,Tablet,0
IDJbemjzv,14/01/17 10:01,533211,607529,79456,27723861,a,Firefox,Mobile,0
IDurHOq4Y,14/01/17 09:51,442517,97479,74802,21117437,e,Edge,Tablet,0
IDcWpZSAe,11/01/17 17:10,9281098,360647,10345,33683592,b,Google Chrome,Mobile,0
IDUJjpVvp,14/01/17 15:59,4459428,432318,20665,91553313,b,Opera,,0
IDdbgZ3x1,17/01/17 08:47,995619,277032,34670,1569330,d,Firefox,Mobile,0
ID5bMg34n,20/01/17 15:19,8867888,631718,49810,54526992,b,Mozilla Firefox,Desktop,0
IDRH7GFWq,17/01/17 17:48,5661783,737579,6906,99510044,a,Mozilla,Desktop,0
IDR2SDkSa,12/01/17 10:35,6725686,706864,35368,90093962,e,Mozilla,Desktop,0
IDEaez3eG,14/01/17 22:13,9461653,424070,904,58604466,b,Mozilla,Desktop,0
ID0ScehBQ,14/01/17 15:57,467432,801420,50584,29916445,a,Edge,Tablet,0
IDNKBCmnx,18/01/17 10:04,7969740,575940,82396,17990842,b,Edge,Tablet,0
IDXkMhl9W,10/01/17 12:48,1070283,351265,84987,15961717,c,Mozilla,,0
IDeoYvsRQ,15/01/17 12:40,7572869,802184,989,83175152,a,Google Chrome,Mobile,0
IDUVikCoS,10/01/17 17:34,5668074,421650,42227,49384126,b,,,0
ID7J66PeC,13/01/17 09:20,4052525,476201,84987,74868704,f,Firefox,,0
IDMFw3Ahu,14/01/17 08:09,4395942,869856,53956,12964926,a,Mozilla,Desktop,0
IDZkfB5rH,19/01/17 14:55,447653,774759,43612,55315296,b,Mozilla Firefox,,0
IDBIhcIt9,13/01/17 23:14,9384586,854838,91234,99684291,b,Internet Explorer,Tablet,0
IDslTbsJu,14/01/17 11:24,5687421,109612,40339,43452411,f,Firefox,Mobile,0
IDG8s9M6J,14/01/17 12:56,307889,800143,98552,17990842,c,Internet Explorer,,0
IDXleJ9RR,13/01/17 17:41,6331036,591368,14960,2750514,f,Edge,,0
IDsDmr7JE,12/01/17 16:31,7946073,109612,40339,43452411,a,Edge,Tablet,0
IDn3vtKFc,19/01/17 09:47,7594237,92370,33949,48644561,b,Edge,Tablet,0
IDpRd3jVW,15/01/17 15:36,4849756,736345,14960,52437512,b,Firefox,Mobile,0
IDeoPg4yX,15/01/17 07:34,6945840,103249,40339,43452411,f,Mozilla Firefox,Desktop,0
IDoJu5PNO,14/01/17 09:46,4066020,360140,41640,74363610,c,InternetExplorer,Desktop,1
IDAwrlyL3,16/01/17 11:39,6504820,145867,904,94350426,b,Firefox,,0
IDleaKDIK,12/01/17 16:45,8257235,461623,56811,23703974,a,Mozilla,Desktop,0
IDWNrkqSG,18/01/17 09:58,8250788,48026,13255,4519772,a,Edge,Tablet,0
IDmoXeBDK,14/01/17 08:32,7614195,442646,11837,30860214,c,Firefox,Mobile,0
IDvnaFyhj,12/01/17 18:41,4308219,574512,904,26391770,c,Edge,Tablet,0
IDPHZiIQ8,16/01/17 16:32,7144436,280076,46365,29916445,b,Mozilla Firefox,Desktop,0
ID1AOMzoA,13/01/17 14:40,5464541,345426,5602,60774669,f,Firefox,Mobile,0
IDYm2Uq9l,16/01/17 11:27,9588390,528221,95113,1185845,a,Mozilla,Desktop,0
IDNA5MdDY,11/01/17 13:02,,222869,56027,31388981,b,Mozilla,Desktop,0
IDsc6WuII,10/01/17 12:58,,429223,74017,20301556,e,IE,Mobile,0
IDUwHgH3l,17/01/17 17:47,2798503,671149,11837,56546102,b,Edge,,0
IDph2zZMx,12/01/17 13:57,6717240,301171,50584,74363610,b,Edge,Tablet,0
IDoyeU6Xc,19/01/17 17:54,5875528,798887,23576,17990842,a,Firefox,Mobile,0
IDjoeUcv9,10/01/17 09:27,1246199,177119,41706,4000296,a,Edge,Tablet,0
IDnLC6dfJ,20/01/17 12:40,5193907,361569,50088,57977218,b,Mozilla,,0
ID4CpvsZy,11/01/17 14:41,1199396,716284,15912,7864011,f,Firefox,Mobile,0
IDpj4MwOs,17/01/17 17:13,8905501,843918,10327,74868704,a,Edge,Tablet,0
ID0X8xMDr,19/01/17 15:19,,830735,56811,15961717,e,Edge,Tablet,0
ID6e8hEBX,14/01/17 15:43,8407060,96840,17714,29916445,e,Edge,Tablet,0
IDY5F5tlW,19/01/17 16:41,4905683,855051,2053,91553313,c,InternetExplorer,Desktop,1
IDNHTfoTP,13/01/17 06:02,9100093,103249,40339,43452411,e,IE,Mobile,0
IDVWcssqy,17/01/17 10:51,1006906,338826,85860,99684291,b,Edge,Tablet,0
IDsLML10o,19/01/17 17:56,,6688,6906,99510044,b,Safari,Tablet,0
IDf8GuO4u,15/01/17 02:23,2631714,99128,95113,65017662,a,Google Chrome,,0
IDG18NC2w,11/01/17 18:45,2840429,662455,70409,43770446,a,Edge,Tablet,0
IDLWD5eyv,19/01/17 10:31,7311588,371154,15912,7864011,a,Edge,Tablet,0
IDlwoze9q,18/01/17 16:15,4354370,275594,6906,99510044,a,Google Chrome,Mobile,0
IDx9Tpq9y,13/01/17 14:09,6510239,598454,20322,7864011,e,Chrome,Desktop,0
IDoOQmiCw,12/01/17 16:36,6476951,262169,25491,15961717,b,,Desktop,0
IDPUw0g2B,14/01/17 16:29,5264088,670375,82877,67290861,b,Firefox,Mobile,0
IDRvDrIuW,13/01/17 10:40,1531133,105105,30580,67147700,a,,Desktop,0
IDrii3gC2,10/01/17 16:20,3766041,72779,87732,555603,b,Edge,Tablet,0
IDsfKuQpA,16/01/17 10:58,1640200,667774,40339,47941469,b,Edge,Tablet,0
IDjmZ9X9g,16/01/17 10:32,5741091,917130,45620,31388981,e,Opera,Mobile,0
IDvcHYyOb,16/01/17 16:23,2480790,430958,42227,21153737,f,Edge,Tablet,0
IDU8zVDk5,14/01/17 15:57,5941697,8739,36768,91553313,a,Mozilla,Desktop,0
IDibRqpza,11/01/17 06:34,109560,414663,98552,16150900,a,Firefox,Mobile,0
IDC0NCnHI,19/01/17 09:22,2765416,13124,14960,52437512,d,Mozilla Firefox,Desktop,0
ID5RMsdGe,20/01/17 03:44,8952942,325359,8467,14999030,b,Mozilla,Desktop,0
ID9MKUqh0,20/01/17 16:55,,536333,54916,54526992,b,InternetExplorer,Desktop,0
IDqZcfHxo,20/01/17 17:38,9096591,729779,36610,98752616,b,Firefox,Mobile,0
IDwDTM5pz,11/01/17 12:56,6892834,88386,10345,76234896,a,,Tablet,0
IDcniGSXV,13/01/17 17:35,8550885,370758,64452,24853566,e,Firefox,Mobile,0
IDZjq0Bs4,16/01/17 13:03,8587522,844926,45620,31388981,b,Mozilla,Desktop,0
IDBREe6SG,18/01/17 09:19,5496860,680862,45620,54630329,f,Mozilla,Desktop,0
IDCcoFW0m,19/01/17 17:05,,791581,26162,555603,d,InternetExplorer,Desktop,1
IDVJ22Qv2,18/01/17 12:25,,144598,64452,87726715,c,Google Chrome,Mobile,0
IDhG9XCAB,13/01/17 11:17,1094134,400081,17714,74363610,e,IE,,0
IDGwoatbD,19/01/17 17:29,3709667,569668,25516,54526992,e,InternetExplorer,Desktop,0
IDdjnc9As,12/01/17 09:21,1011749,789893,93286,18243870,b,InternetExplorer,Desktop,0
ID7gZbLRl,17/01/17 17:28,6158632,103586,1678,95400336,a,Mozilla Firefox,Desktop,0
IDIXLod5d,16/01/17 17:32,4879171,602144,40339,37135965,c,Firefox,,0
IDNQS3Fut,17/01/17 14:05,2101092,355363,15124,99558603,c,Edge,,0
IDMD1fDR1,13/01/17 05:09,7049302,109612,40339,43452411,a,Firefox,Mobile,0
IDdyuThwI,20/01/17 16:41,6503368,79809,41640,74868704,a,,,0
IDi7ILPj2,18/01/17 15:07,1937042,875489,9764,50706198,b,Edge,Tablet,0
ID0YjkUFf,17/01/17 15:56,5849666,797309,41640,41441342,e,Mozilla,Desktop,0
IDS5BclDK,16/01/17 10:39,5876245,865023,6906,99510044,b,Chrome,,0
IDist4GiV,16/01/17 14:40,1222670,848420,95113,65017662,f,Firefox,Mobile,0
IDDacrh3g,13/01/17 12:48,2605848,433692,82396,17990842,b,Firefox,Mobile,0
IDqpreiX4,12/01/17 10:34,3279320,764026,54916,58321067,b,Firefox,Mobile,0
ID1G0rAJl,15/01/17 13:27,1830791,713725,95113,67147700,b,InternetExplorer,Desktop,0
IDuWy8erh,10/01/17 17:56,1145717,197159,63392,20301556,a,Edge,Tablet,0
IDnu5bXmi,12/01/17 17:54,,942451,97863,96206255,f,Firefox,Mobile,0
IDUFR33sa,11/01/17 10:35,8802596,695902,48498,555603,b,Edge,Tablet,0
IDAliXt3G,10/01/17 18:56,9947352,950283,8467,88843407,e,Firefox,Mobile,0
IDrxb1YXo,12/01/17 09:42,8058897,245165,50088,57977218,e,,Desktop,0
ID4jpSMqH,17/01/17 11:26,9008871,330028,66786,29916445,b,InternetExplorer,,0
IDfnZ29jF,19/01/17 13:02,3244724,473376,15124,99558603,b,Edge,,0
IDk2SszFI,16/01/17 00:40,3405461,349688,26962,7122654,b,IE,,1
IDqyZxb9c,13/01/17 09:39,4299919,683683,50584,74363610,a,Edge,,0
IDCjcR7os,15/01/17 13:14,5482236,876408,904,74363610,f,Google Chrome,Mobile,0
IDJU90dX5,13/01/17 11:34,1378800,351660,88179,29916445,b,Edge,Tablet,0
ID14xTD2z,18/01/17 12:54,4457181,659869,34670,41475976,c,Firefox,Mobile,0
IDigpF2nd,15/01/17 18:00,7639113,559530,17714,29916445,e,Mozilla,Desktop,0
ID4u8zhY4,17/01/17 07:24,,497883,12211,58163546,a,Firefox,,0
IDaXShNfU,12/01/17 13:34,679583,297286,6906,99510044,e,Firefox,Mobile,0
IDsTUXAZf,10/01/17 11:09,5613670,622495,17714,74363610,a,Mozilla,Desktop,0
IDKRcifkK,13/01/17 11:39,3149680,582442,42227,79055697,b,Firefox,,0
IDZ4dQD3K,16/01/17 15:00,,411741,41706,4000296,b,Firefox,Mobile,0
IDA15cFGd,12/01/17 12:15,9027546,439458,46955,66266506,a,Mozilla,Desktop,0
ID7f4ld5D,19/01/17 09:14,6508031,660969,48498,93157824,a,Edge,Tablet,0
IDRKpUD3x,20/01/17 14:27,6407757,877028,28075,54526992,a,Edge,Tablet,0
ID32m1MFr,11/01/17 12:00,8033839,815002,74802,82291592,e,Firefox,Mobile,0
ID5f3IQaV,13/01/17 17:50,5985566,192781,10345,81621696,b,Firefox,,0
IDVIZvlLN,11/01/17 14:03,3310241,235173,42227,21153737,a,Firefox,Mobile,0
IDfROXIfY,17/01/17 17:40,4432845,97216,96313,71716856,a,Edge,,0
ID9GAyv7i,18/01/17 09:02,8591158,473906,26162,555603,c,Mozilla Firefox,Desktop,0
ID48s0nXK,16/01/17 10:44,346047,728126,80692,7122654,a,Edge,Tablet,0
IDGsaKNKy,12/01/17 07:49,9566330,614823,17714,74363610,f,Edge,Tablet,0
ID6mjgeMg,18/01/17 07:48,3505910,147233,42227,1189152,d,Edge,,0
IDNlU1G23,12/01/17 04:41,3032554,493194,42227,54526992,c,Firefox,Mobile,0
IDm8Mmv7N,17/01/17 12:57,6652200,570035,46365,27723861,b,Firefox,Mobile,0
IDKpkBSyQ,14/01/17 15:16,2887683,688568,53956,20116446,b,Edge,Tablet,0
IDgqIBYJY,20/01/17 15:42,2390470,913046,6906,99510044,d,InternetExplorer,,1
IDuDV6N0M,17/01/17 10:47,857879,204215,904,94350426,b,,Tablet,0
IDsuk0PRC,20/01/17 12:42,6047486,198132,40339,49384126,b,Edge,Tablet,0
IDdyogDiH,11/01/17 17:17,9340539,319398,48430,55420443,a,Chrome,Desktop,0
IDSwij2OQ,14/01/17 05:59,3832139,253634,46450,47079934,d,Edge,Tablet,0
ID3NSd6nH,20/01/17 12:35,5799094,22473,54343,71193712,f,Firefox,Mobile,0
IDNaKOx2L,18/01/17 17:47,6791926,729065,82877,38492160,d,Mozilla,Desktop,0
IDzZlN5FP,12/01/17 17:13,9601349,80993,26962,7122654,b,Edge,Tablet,0
IDbaIHLji,10/01/17 18:05,3690068,984435,34670,41475976,a,Firefox,,0
IDaXnhrJl,20/01/17 14:02,4594509,371038,95113,65017662,d,Chrome,Desktop,0
IDbjEHfzU,18/01/17 16:14,9536533,626106,42227,18243870,c,Edge,Tablet,0
IDHTEuLm4,17/01/17 11:58,1466152,577618,80554,17990842,b,Mozilla,Desktop,0
IDglneEOK,20/01/17 13:35,9253128,18043,48498,7864011,b,Firefox,Mobile,0
IDCPArTuj,14/01/17 11:04,7697229,969983,91234,99684291,b,Mozilla,Desktop,0
IDjAubivl,12/01/17 13:49,9119995,601735,54125,26391770,a,Internet Explorer,Tablet,0
IDUJ7GgcV,13/01/17 11:43,3283910,307519,40339,37135965,f,Edge,Tablet,0
IDYHEgDuP,20/01/17 16:13,3714714,114727,15124,11945063,b,Google Chrome,Mobile,0
ID1VdCo9x,11/01/17 18:35,1472526,466338,25491,79474990,f,Mozilla,Desktop,0
IDmrAwAM1,15/01/17 11:54,5143763,127019,42227,555603,a,,Tablet,0
ID5dpTuIH,11/01/17 12:37,5195736,847140,11837,56546102,e,Edge,Tablet,0
IDQfcY59M,16/01/17 16:46,9949222,102397,48498,81968512,b,Mozilla,Desktop,0
ID5yvYfgw,13/01/17 08:51,2580528,261272,70384,27723861,a,Mozilla,Desktop,0
ID5BRVEjj,12/01/17 13:37,8298737,866817,93188,91553313,f,Firefox,,0
IDDkyaeTZ,14/01/17 15:22,,103586,1678,95400336,e,Firefox,Mobile,0
IDPEPX85o,17/01/17 14:21,8160337,74866,6906,99510044,a,Mozilla Firefox,Desktop,0
IDyfigY0u,19/01/17 14:01,,737153,95113,60425188,a,InternetExplorer,,0
