,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
257,IDzD0JhAa,13/01/17 11:26,5402655.0,655538,41706,4000296,f,Mozilla Firefox,Desktop,0
258,IDW5UDzWH,16/01/17 10:09,2005202.0,922267,42227,70821774,b,Google Chrome,Mobile,0
259,IDHreOKEZ,11/01/17 17:40,1328286.0,614336,61208,91553313,b,Edge,Tablet,0
260,IDbQ5Dty9,11/01/17 11:01,9513546.0,452069,42227,96823930,a,Mozilla Firefox,Desktop,0
261,ID78tDgOS,13/01/17 09:45,8992517.0,260484,12211,58163546,b,Mozilla Firefox,Mobile,0
262,IDUxnbsQ7,14/01/17 16:01,7351162.0,850820,56027,31388981,b,Mozilla Firefox,Desktop,0
263,IDXwdj33p,13/01/17 12:24,3954756.0,107863,42227,96823930,a,Google Chrome,Mobile,0
264,IDldVrMDn,11/01/17 17:30,6128186.0,96216,42227,30860214,b,Mozilla Firefox,Mobile,0
265,IDu6ftnsV,20/01/17 10:42,2627839.0,70407,97863,3156697,e,Google Chrome,Mobile,0
266,IDf1Hg65U,20/01/17 10:14,2092822.0,704763,29183,42914671,b,Edge,Tablet,0
267,IDqJNjUrP,18/01/17 14:47,1266440.0,546543,17714,26391770,b,Internet Explorer,Desktop,0
268,IDUhBczBk,11/01/17 07:40,2691421.0,949662,82877,67290861,b,Safari,Tablet,0
269,ID1u0pbAC,17/01/17 15:33,6562346.0,54531,40339,71040875,b,Mozilla Firefox,Mobile,0
270,IDoU7cMiH,15/01/17 11:40,9929337.0,438850,17714,74363610,b,Mozilla Firefox,Mobile,0
271,IDDUHZoAs,20/01/17 15:13,1921783.0,44362,21407,59584425,b,Edge,Tablet,0
272,IDpdGnKSS,12/01/17 07:47,8737679.0,4403,21407,37236044,a,Edge,Tablet,0
273,IDEsA6qUY,19/01/17 16:50,2673485.0,251531,64452,77068781,c,Internet Explorer,Desktop,1
274,IDpRuYAsT,11/01/17 09:21,7215022.0,221009,21407,8837581,b,Edge,Tablet,0
275,IDNI9YgSE,16/01/17 08:06,5758890.0,40564,26966,61857025,b,Edge,Tablet,0
276,IDnt7FUSx,15/01/17 15:41,-1.0,72259,904,72297026,b,Mozilla Firefox,Mobile,0
277,IDzgBo4Ux,14/01/17 16:57,9295033.0,439376,26962,7122654,b,Mozilla Firefox,Desktop,0
278,IDSNPLbm4,11/01/17 18:49,6557759.0,51455,40339,13742268,b,Edge,Tablet,0
279,IDlvOsNn2,20/01/17 12:56,925332.0,328298,40339,43452411,b,Mozilla Firefox,Desktop,0
280,IDRptjHPB,13/01/17 17:15,6034784.0,57430,40339,1436904,b,Mozilla Firefox,Mobile,0
281,IDtyvdIDm,20/01/17 10:11,7930294.0,292911,40339,37135965,b,Mozilla Firefox,Mobile,0
282,IDF4L37aP,11/01/17 02:53,7264122.0,773280,84144,42158923,b,Edge,Tablet,0
283,IDVpeR9Oq,12/01/17 10:48,4488235.0,180970,54343,4237811,b,Mozilla Firefox,Mobile,0
284,ID6CV24sj,20/01/17 16:21,8381006.0,915183,82877,38492160,b,Mozilla Firefox,Mobile,0
285,IDQm48CM6,13/01/17 11:52,8074189.0,964273,23283,26391770,b,Mozilla Firefox,Desktop,0
286,IDM3ZbkK2,13/01/17 13:29,1117497.0,671044,42227,1189152,b,Mozilla Firefox,Desktop,0
287,IDKY7QPut,17/01/17 06:51,9304067.0,522919,6906,99510044,c,Edge,Tablet,0
288,ID6zEYjn4,10/01/17 05:43,-1.0,594378,41706,4000296,b,Mozilla Firefox,Mobile,0
289,IDuiMmfmq,10/01/17 15:01,8862449.0,36614,6906,99510044,a,Mozilla Firefox,Mobile,0
290,IDGiJkTfl,12/01/17 12:24,3498967.0,505156,10345,17777318,b,Google Chrome,Mobile,0
291,IDCr7zmuQ,14/01/17 10:46,4462174.0,715396,904,74363610,b,Mozilla Firefox,Desktop,0
292,IDzNrmcX7,12/01/17 11:43,4482576.0,576046,40050,91553313,a,Mozilla Firefox,Desktop,0
293,IDagAXzCg,13/01/17 16:24,1273789.0,919892,36610,29916445,a,Mozilla Firefox,Mobile,0
294,IDRiWXqz9,20/01/17 16:08,7483326.0,742213,41210,26391770,b,Mozilla Firefox,Mobile,0
295,IDWNJVaWE,13/01/17 11:11,3298470.0,712505,5602,43328787,b,Mozilla Firefox,Mobile,0
296,IDoSWJPNg,15/01/17 18:53,8502400.0,563016,25491,79474990,a,Mozilla Firefox,Desktop,0
297,IDgVqAlUU,13/01/17 09:52,-1.0,451521,42227,43179292,a,Mozilla Firefox,Desktop,0
298,IDO3JBkgD,11/01/17 18:05,2719846.0,92178,54916,54526992,b,Edge,Tablet,0
299,IDDN5Eq8N,12/01/17 16:44,3278036.0,40529,25491,49384126,e,Mozilla Firefox,Mobile,0
300,IDNfp8mab,11/01/17 19:04,4974141.0,187621,10345,26461535,b,Mozilla Firefox,Mobile,0
301,IDg3MhzhK,10/01/17 13:43,3081186.0,323031,1678,51637733,a,Mozilla Firefox,Mobile,0
302,IDLefjE1N,17/01/17 14:47,4939736.0,624175,42227,22419907,b,Edge,Tablet,0
303,IDVjWq0EK,12/01/17 13:51,9935594.0,20913,2308,26391770,b,Edge,Tablet,0
304,IDlHN2XUG,16/01/17 11:43,7472144.0,103586,1678,95400336,f,Internet Explorer,Mobile,0
305,IDFh0oRWL,14/01/17 10:40,9010098.0,382005,68575,7122654,b,Mozilla Firefox,Mobile,0
306,IDWfMKrQD,16/01/17 16:38,2960554.0,191024,86652,82291592,b,Mozilla Firefox,Desktop,0
307,ID5ILRN2m,17/01/17 14:31,-1.0,198159,30580,67147700,b,Edge,Tablet,0
308,IDwHuqwH4,18/01/17 15:16,4403738.0,754677,2053,27723861,b,Mozilla Firefox,Mobile,0
309,IDEXOUaoa,14/01/17 11:45,2464091.0,671640,56811,15961717,b,Edge,Tablet,0
310,IDV1e966g,19/01/17 14:19,5805833.0,630197,14960,52437512,a,Edge,Tablet,0
311,IDp8yXSIZ,11/01/17 17:56,500561.0,863705,45620,31388981,a,Mozilla Firefox,Desktop,0
312,ID0ib59IH,14/01/17 16:09,2609453.0,720955,15912,54526992,a,Mozilla Firefox,Mobile,0
313,IDWLkS7Ut,15/01/17 10:01,1466152.0,449812,50088,57977218,b,Mozilla Firefox,Mobile,0
314,IDlJzlNr5,18/01/17 17:35,5250101.0,388376,73248,37017006,f,Google Chrome,Mobile,0
315,IDtqRUVRk,12/01/17 11:40,7027758.0,236930,8467,56546102,e,Edge,Tablet,0
316,IDyyVWHKp,18/01/17 12:33,1819346.0,43864,25491,49384126,b,Mozilla Firefox,Mobile,0
317,ID4tZTVCI,11/01/17 13:47,3183475.0,480435,6906,99510044,f,Mozilla Firefox,Desktop,0
318,IDPj4WE2f,11/01/17 11:38,5559817.0,972561,17714,29916445,c,Mozilla Firefox,Desktop,1
319,IDBVYYLnG,20/01/17 16:46,5906044.0,399965,40339,10518559,a,Edge,Tablet,0
320,IDlyRt2ok,15/01/17 09:42,2374685.0,311162,53956,52437512,b,Mozilla Firefox,Desktop,0
321,IDR564NJQ,11/01/17 19:32,1343471.0,579280,8467,56546102,d,Mozilla Firefox,Mobile,0
322,IDGty5qNH,14/01/17 16:26,4865007.0,362901,81229,43770446,b,Edge,Tablet,0
323,IDaexFV5f,16/01/17 10:23,8896401.0,703818,33638,29916445,a,Edge,Tablet,0
324,IDwqilyXy,20/01/17 13:58,5978590.0,105339,14345,555603,e,Mozilla Firefox,Mobile,0
325,ID7kFjmdD,20/01/17 15:29,6668109.0,71075,42227,48913006,b,Edge,Tablet,0
326,IDfxQvjKy,17/01/17 08:10,882420.0,40073,835,26551485,b,Mozilla Firefox,Mobile,0
327,IDKE3w6dD,20/01/17 09:04,9779987.0,102606,70409,51368560,c,Mozilla Firefox,Mobile,0
328,IDabT9RA7,13/01/17 13:08,1628127.0,159006,904,58604466,d,Internet Explorer,Desktop,0
329,IDYoTYTEG,16/01/17 12:36,8386020.0,15537,54916,43526789,d,Edge,Tablet,0
330,IDXCDBZ1h,20/01/17 14:57,1981485.0,456755,46955,27723861,b,Mozilla Firefox,Mobile,0
331,IDDQ1skj0,11/01/17 11:23,3822323.0,25397,42227,49384126,c,Edge,Tablet,0
332,IDAj4RNGh,17/01/17 10:12,-1.0,908067,73248,61940782,e,Edge,Tablet,0
333,IDg57oMPM,14/01/17 10:24,3750885.0,567719,35368,12817537,b,Internet Explorer,Desktop,1
334,IDBDuN4hW,20/01/17 11:15,1761142.0,977382,21407,59584425,b,Edge,Tablet,0
335,IDrCzXhqT,10/01/17 18:26,-1.0,202675,17118,15961717,b,Edge,Tablet,0
336,IDVoe1uNI,15/01/17 17:17,610186.0,260067,41706,4000296,b,Edge,Tablet,0
337,IDxt6pNH6,14/01/17 12:52,5263178.0,32699,45287,26391770,d,Mozilla Firefox,Mobile,0
338,IDLYsI30m,17/01/17 15:22,3585663.0,899472,12211,58163546,b,Mozilla Firefox,Mobile,0
339,IDV1DeBqv,14/01/17 12:33,7255291.0,196297,20322,30860214,b,Edge,Tablet,0
340,IDTqA9gGU,13/01/17 17:50,7968906.0,382191,45620,31388981,c,Mozilla Firefox,Mobile,0
341,IDkCo3beg,11/01/17 14:17,-1.0,655675,40339,37135965,a,Mozilla Firefox,Desktop,0
342,IDKm7u7Ev,16/01/17 15:10,-1.0,883466,40339,43452411,a,Mozilla Firefox,Desktop,0
343,IDCmB41mL,11/01/17 09:37,461489.0,534102,92902,555603,b,Edge,Tablet,0
344,IDqipSopW,16/01/17 13:31,87022.0,260571,62416,54526992,b,Mozilla Firefox,Mobile,0
345,IDtOpGsI0,10/01/17 10:23,-1.0,452714,95113,65017662,b,Mozilla Firefox,Desktop,0
346,IDZU66b3r,20/01/17 17:02,1026874.0,374440,45620,31388981,b,Edge,Tablet,0
347,IDWFgYmjx,16/01/17 08:52,2005202.0,182520,40339,49384126,b,Edge,Tablet,0
348,ID8YcS2dT,16/01/17 09:31,3832640.0,89181,73248,43770446,c,Edge,Tablet,0
349,IDBAv2Znx,13/01/17 17:49,4653829.0,939514,42227,79055697,b,Internet Explorer,Desktop,0
350,IDi0urrHa,12/01/17 03:02,3364215.0,159496,53956,52437512,e,Mozilla Firefox,Desktop,0
351,IDfscceY8,17/01/17 17:47,998487.0,187415,8467,37236044,b,Edge,Tablet,0
352,IDgvbSQyp,16/01/17 11:47,9840890.0,751349,26962,77896159,d,Mozilla Firefox,Mobile,0
353,ID2sbJPq2,16/01/17 17:04,1668351.0,885162,15912,54526992,b,Mozilla Firefox,Mobile,0
354,IDOoRIfCI,15/01/17 17:37,5163209.0,884136,82877,67290861,a,Mozilla Firefox,Desktop,0
355,IDo6BcXPC,11/01/17 19:21,6992490.0,898575,48498,55358028,b,Internet Explorer,Desktop,0
356,IDvdkMgft,18/01/17 16:47,-1.0,359588,40339,43452411,e,Edge,Tablet,0
357,IDpzPyg7v,15/01/17 15:48,4444076.0,588585,40339,49384126,b,Mozilla Firefox,Mobile,0
358,IDeUFqwU2,15/01/17 12:35,8845132.0,737541,89522,76532649,a,Mozilla Firefox,Desktop,0
359,IDkmawwa2,11/01/17 11:57,6282503.0,880844,82877,67290861,a,Mozilla Firefox,Mobile,0
360,ID8mapRO1,20/01/17 12:54,4411105.0,149608,6906,71165566,e,Mozilla Firefox,Mobile,0
361,ID060mAst,11/01/17 18:04,-1.0,155615,97863,96206255,b,Internet Explorer,Tablet,0
362,ID9MMRggH,17/01/17 14:14,4079270.0,818159,26162,555603,e,Mozilla Firefox,Mobile,0
363,IDWr3yr8q,13/01/17 10:02,-1.0,949351,15124,11945063,a,Edge,Tablet,0
364,IDDPNzUkO,14/01/17 10:03,1501420.0,504663,12211,87903766,b,Edge,Tablet,0
365,IDPWZUujE,12/01/17 11:36,3542332.0,759131,50088,57977218,a,Mozilla Firefox,Desktop,0
366,ID63IeOQI,14/01/17 14:25,1057162.0,179737,45620,54630329,f,Edge,Tablet,0
367,IDHdNP7KG,20/01/17 02:47,-1.0,832986,84987,17990842,b,Mozilla Firefox,Desktop,0
368,ID0iYGPz3,18/01/17 15:18,-1.0,823542,5602,72451969,b,Mozilla Firefox,Mobile,0
369,IDbJSvH4Y,16/01/17 16:06,8640281.0,822910,33287,57977218,f,Mozilla Firefox,Mobile,0
370,IDiTaIJRF,16/01/17 14:04,5752878.0,207107,46450,91553313,b,Edge,Tablet,0
371,IDipVPyID,15/01/17 17:18,9533752.0,228039,11837,79474990,a,Edge,Tablet,0
372,IDHJl6BMC,11/01/17 14:54,9940117.0,875362,82877,54692138,f,Mozilla Firefox,Mobile,0
373,IDmmp7tda,18/01/17 08:07,2162315.0,332242,40339,43452411,a,Mozilla Firefox,Desktop,0
374,IDxc6QxgI,20/01/17 08:29,803508.0,83315,97863,87807327,b,Mozilla Firefox,Mobile,0
375,ID9FvM99Q,17/01/17 14:58,-1.0,50417,40339,54526992,b,Edge,Tablet,0
376,IDsAklBIu,13/01/17 12:42,3149680.0,388555,5602,60774669,b,Mozilla Firefox,Mobile,0
377,IDNX6zXJo,11/01/17 00:10,5837173.0,921202,904,94350426,b,Internet Explorer,Tablet,0
378,ID6KXAvPW,20/01/17 09:51,7753351.0,167871,10345,17777318,e,Google Chrome,Mobile,0
379,IDQNDKntR,17/01/17 08:57,2576733.0,654175,33949,48644561,a,Edge,Tablet,0
380,IDYBDHdcx,15/01/17 14:16,3897577.0,105014,904,74363610,b,Edge,Tablet,0
381,IDadNCVcI,14/01/17 15:23,8301698.0,626543,41706,4000296,b,Internet Explorer,Desktop,0
382,IDtuLUZv7,14/01/17 16:41,2470421.0,300303,40339,37135965,a,Mozilla Firefox,Desktop,0
383,IDP6IWCcd,14/01/17 16:56,824077.0,19514,71531,26391770,d,Google Chrome,Desktop,0
384,IDdfATbGR,13/01/17 04:34,5091382.0,612787,904,74363610,f,Mozilla Firefox,Desktop,0
385,ID2mydeK7,19/01/17 17:59,1070212.0,594826,45620,31388981,d,Mozilla Firefox,Desktop,0
386,IDTaXntFH,13/01/17 15:51,1754407.0,665238,25491,15961717,e,Mozilla Firefox,Desktop,0
387,IDWU7oDfA,17/01/17 13:55,4242125.0,145890,42227,49384126,b,Edge,Tablet,0
388,IDkZuPHCK,14/01/17 11:09,293037.0,116086,34670,41475976,c,Internet Explorer,Desktop,0
389,ID84QAvEc,19/01/17 12:33,8398100.0,324966,904,26391770,c,Mozilla Firefox,Desktop,0
390,IDmscTgPV,16/01/17 15:59,8119016.0,617282,1678,73017084,b,Mozilla Firefox,Desktop,0
391,IDh9Elh52,16/01/17 10:21,9082542.0,200515,87732,555603,a,Mozilla Firefox,Mobile,0
392,IDgmDMlGj,14/01/17 12:55,1880798.0,826268,84974,74699062,b,Google Chrome,Desktop,0
393,ID4SCVqUK,10/01/17 14:30,5966075.0,852730,71441,7122654,b,Mozilla Firefox,Mobile,0
394,IDqDxLT2o,16/01/17 14:39,918844.0,565775,82877,67290861,b,Mozilla Firefox,Mobile,0
395,ID1hN4X3D,11/01/17 18:28,9060168.0,221880,17118,17488931,a,Mozilla Firefox,Desktop,0
396,IDr8mKEMA,19/01/17 17:09,4183443.0,685359,12211,58163546,f,Internet Explorer,Desktop,0
397,IDeH1OCh0,11/01/17 11:37,8956254.0,59546,42227,1189152,b,Mozilla Firefox,Desktop,0
398,IDOaoVfyC,16/01/17 09:57,3694261.0,385597,40339,68646414,a,Edge,Tablet,0
399,IDCxeydRc,15/01/17 18:55,9572488.0,156351,70409,47941469,a,Mozilla Firefox,Mobile,0
400,IDMFJ2Ibc,11/01/17 14:56,6166900.0,783583,13412,77318092,b,Mozilla Firefox,Mobile,0
401,IDaqGoiw0,18/01/17 11:15,-1.0,724613,70424,44933356,a,Mozilla Firefox,Desktop,0
402,IDc1tj7bR,18/01/17 10:06,7033740.0,52097,42227,54526992,b,Edge,Tablet,0
403,IDZTItpBz,14/01/17 13:48,8381006.0,36260,89680,20301556,b,Mozilla Firefox,Desktop,0
404,IDZWqowld,12/01/17 18:10,5635679.0,480708,80554,7122654,b,Edge,Tablet,0
405,IDGPGhUvl,14/01/17 09:05,9688010.0,99725,6906,99510044,f,Internet Explorer,Desktop,0
406,IDQHHIXID,17/01/17 08:23,3657166.0,41728,92902,31261303,a,Edge,Tablet,0
407,IDH9D2h5I,13/01/17 15:28,-1.0,598002,64452,87726715,a,Mozilla Firefox,Mobile,0
408,IDuHCB2L3,14/01/17 16:23,7575489.0,605029,6906,99510044,b,Mozilla Firefox,Desktop,0
409,IDvvkIQoe,15/01/17 09:24,2049184.0,983300,95113,65017662,b,Edge,Tablet,0
410,IDDtC4pr4,12/01/17 13:16,1682624.0,194767,30580,67147700,a,Edge,Tablet,0
411,IDruMIYWr,11/01/17 06:39,9079588.0,608072,40339,49384126,a,Edge,Tablet,0
412,ID6UgB7Oo,14/01/17 14:47,5646388.0,914630,9764,95302954,b,Mozilla Firefox,Mobile,0
413,IDC1PpTnM,11/01/17 18:08,9545287.0,782428,42227,49384126,b,Mozilla Firefox,Desktop,0
414,ID9LTRZJG,11/01/17 08:44,6650392.0,730285,82396,17990842,e,Mozilla Firefox,Mobile,0
415,IDqmK5oLd,15/01/17 14:34,6398825.0,794254,82877,67290861,a,Mozilla Firefox,Desktop,0
416,IDX0PBOoz,13/01/17 14:58,5450896.0,218182,904,74363610,b,Mozilla Firefox,Mobile,0
417,IDGUL00iC,18/01/17 09:24,8896401.0,120305,33638,555603,a,Mozilla Firefox,Desktop,0
418,IDb5SrHhN,15/01/17 17:24,7603324.0,169266,1678,29916445,f,Mozilla Firefox,Mobile,0
419,IDR3BvYY3,15/01/17 16:35,3580186.0,76829,84144,74363610,e,Mozilla Firefox,Mobile,0
420,IDJIE8OFB,10/01/17 12:06,6821720.0,431721,50088,74868704,c,Mozilla Firefox,Desktop,0
421,IDLdAL8Z8,11/01/17 12:30,997861.0,55347,5602,60774669,a,Mozilla Firefox,Mobile,0
422,IDngWz0xi,18/01/17 02:02,1944758.0,909523,97863,36994522,a,Edge,Tablet,0
423,IDSEdvx5h,15/01/17 11:14,4605963.0,469473,82396,7122654,a,Google Chrome,Desktop,0
424,IDR5DKMwq,18/01/17 16:34,2855707.0,724106,17714,61682792,b,Mozilla Firefox,Desktop,0
425,ID17o6ujF,16/01/17 13:15,3713971.0,438645,43897,48626108,b,Mozilla Firefox,Desktop,0
426,IDvKucLY0,16/01/17 16:09,1595055.0,64813,42227,50706198,b,Edge,Tablet,0
427,IDlNdH9e0,12/01/17 08:18,-1.0,68770,43612,74868704,d,Mozilla Firefox,Mobile,0
428,IDXF6bdbK,15/01/17 12:12,7655213.0,584592,40339,37135965,b,Mozilla Firefox,Mobile,0
429,IDVG078cW,11/01/17 12:01,9157822.0,566152,6906,99510044,a,Edge,Tablet,0
430,IDkyBExZk,14/01/17 12:30,4310798.0,683003,37718,47262990,a,Mozilla Firefox,Mobile,0
431,IDP6oi9At,17/01/17 09:52,4379735.0,273575,15124,11945063,b,Edge,Tablet,0
432,IDhEVGBie,20/01/17 16:52,163947.0,459933,5602,72451969,b,Mozilla Firefox,Mobile,0
433,IDQYLZe9A,19/01/17 05:39,1882600.0,630769,42227,49384126,b,Edge,Tablet,0
434,ID9fzLpXd,18/01/17 12:34,506359.0,707152,97863,79906734,b,Mozilla Firefox,Mobile,0
435,IDeq3Utb5,20/01/17 16:24,827411.0,138024,14345,79906734,a,Mozilla Firefox,Mobile,0
436,IDBGPY7tI,18/01/17 12:37,7848801.0,134594,10345,42296429,b,Mozilla Firefox,Desktop,0
437,IDHPWAx9j,14/01/17 10:11,7338765.0,790507,40339,37135965,c,Edge,Tablet,0
438,IDWI2QKH3,11/01/17 13:09,4448494.0,789038,68575,26391770,b,Google Chrome,Mobile,0
439,IDrmzvqwa,11/01/17 22:38,3768424.0,712555,6906,98830533,d,Internet Explorer,Desktop,1
440,IDmwqkNId,14/01/17 10:31,6994893.0,904366,33287,91808273,b,Edge,Tablet,0
441,IDEb3LZ3Y,12/01/17 10:04,7723803.0,775319,6906,98830533,e,Mozilla Firefox,Desktop,0
442,IDzZiYvH6,10/01/17 08:09,9947020.0,163906,42227,15961717,c,Internet Explorer,Desktop,1
443,IDDlvBsgP,12/01/17 09:23,9538510.0,381338,42227,1189152,b,Edge,Tablet,0
444,IDOOZ4o7C,17/01/17 14:31,-1.0,418332,6906,99510044,c,Internet Explorer,Desktop,0
445,IDyJhMqc9,10/01/17 16:54,5280159.0,848506,14345,555603,c,Mozilla Firefox,Mobile,0
446,ID6yPDGJ9,19/01/17 14:30,-1.0,32183,40339,43452411,d,Edge,Tablet,0
447,IDdWACBWL,10/01/17 13:11,88987.0,565779,97863,36994522,b,Mozilla Firefox,Desktop,0
448,IDYMzIeay,12/01/17 15:33,3669673.0,597669,40339,7864011,b,Edge,Tablet,0
449,IDJbemjzv,14/01/17 10:01,533211.0,607529,79456,27723861,a,Mozilla Firefox,Mobile,0
450,IDurHOq4Y,14/01/17 09:51,442517.0,97479,74802,21117437,e,Edge,Tablet,0
451,IDcWpZSAe,11/01/17 17:10,9281098.0,360647,10345,33683592,b,Google Chrome,Mobile,0
452,IDUJjpVvp,14/01/17 15:59,4459428.0,432318,20665,91553313,b,Opera,Mobile,0
453,IDdbgZ3x1,17/01/17 08:47,995619.0,277032,34670,1569330,d,Mozilla Firefox,Mobile,0
454,ID5bMg34n,20/01/17 15:19,8867888.0,631718,49810,54526992,b,Mozilla Firefox,Desktop,0
455,IDRH7GFWq,17/01/17 17:48,5661783.0,737579,6906,99510044,a,Mozilla Firefox,Desktop,0
456,IDR2SDkSa,12/01/17 10:35,6725686.0,706864,35368,90093962,e,Mozilla Firefox,Desktop,0
457,IDEaez3eG,14/01/17 22:13,9461653.0,424070,904,58604466,b,Mozilla Firefox,Desktop,0
458,ID0ScehBQ,14/01/17 15:57,467432.0,801420,50584,29916445,a,Edge,Tablet,0
459,IDNKBCmnx,18/01/17 10:04,7969740.0,575940,82396,17990842,b,Edge,Tablet,0
460,IDXkMhl9W,10/01/17 12:48,1070283.0,351265,84987,15961717,c,Mozilla Firefox,Mobile,0
461,IDeoYvsRQ,15/01/17 12:40,7572869.0,802184,989,83175152,a,Google Chrome,Mobile,0
462,IDUVikCoS,10/01/17 17:34,5668074.0,421650,42227,49384126,b,Mozilla Firefox,Desktop,0
463,ID7J66PeC,13/01/17 09:20,4052525.0,476201,84987,74868704,f,Mozilla Firefox,Mobile,0
464,IDMFw3Ahu,14/01/17 08:09,4395942.0,869856,53956,12964926,a,Mozilla Firefox,Desktop,0
465,IDZkfB5rH,19/01/17 14:55,447653.0,774759,43612,55315296,b,Mozilla Firefox,Mobile,0
466,IDBIhcIt9,13/01/17 23:14,9384586.0,854838,91234,99684291,b,Internet Explorer,Tablet,0
467,IDslTbsJu,14/01/17 11:24,5687421.0,109612,40339,43452411,f,Mozilla Firefox,Mobile,0
468,IDG8s9M6J,14/01/17 12:56,307889.0,800143,98552,17990842,c,Internet Explorer,Desktop,0
469,IDXleJ9RR,13/01/17 17:41,6331036.0,591368,14960,2750514,f,Edge,Tablet,0
470,IDsDmr7JE,12/01/17 16:31,7946073.0,109612,40339,43452411,a,Edge,Tablet,0
471,IDn3vtKFc,19/01/17 09:47,7594237.0,92370,33949,48644561,b,Edge,Tablet,0
472,IDpRd3jVW,15/01/17 15:36,4849756.0,736345,14960,52437512,b,Mozilla Firefox,Mobile,0
473,IDeoPg4yX,15/01/17 07:34,6945840.0,103249,40339,43452411,f,Mozilla Firefox,Desktop,0
474,IDoJu5PNO,14/01/17 09:46,4066020.0,360140,41640,74363610,c,Internet Explorer,Desktop,1
475,IDAwrlyL3,16/01/17 11:39,6504820.0,145867,904,94350426,b,Mozilla Firefox,Mobile,0
476,IDleaKDIK,12/01/17 16:45,8257235.0,461623,56811,23703974,a,Mozilla Firefox,Desktop,0
477,IDWNrkqSG,18/01/17 09:58,8250788.0,48026,13255,4519772,a,Edge,Tablet,0
478,IDmoXeBDK,14/01/17 08:32,7614195.0,442646,11837,30860214,c,Mozilla Firefox,Mobile,0
479,IDvnaFyhj,12/01/17 18:41,4308219.0,574512,904,26391770,c,Edge,Tablet,0
480,IDPHZiIQ8,16/01/17 16:32,7144436.0,280076,46365,29916445,b,Mozilla Firefox,Desktop,0
481,ID1AOMzoA,13/01/17 14:40,5464541.0,345426,5602,60774669,f,Mozilla Firefox,Mobile,0
482,IDYm2Uq9l,16/01/17 11:27,9588390.0,528221,95113,1185845,a,Mozilla Firefox,Desktop,0
483,IDNA5MdDY,11/01/17 13:02,-1.0,222869,56027,31388981,b,Mozilla Firefox,Desktop,0
484,IDsc6WuII,10/01/17 12:58,-1.0,429223,74017,20301556,e,Internet Explorer,Mobile,0
485,IDUwHgH3l,17/01/17 17:47,2798503.0,671149,11837,56546102,b,Edge,Tablet,0
486,IDph2zZMx,12/01/17 13:57,6717240.0,301171,50584,74363610,b,Edge,Tablet,0
487,IDoyeU6Xc,19/01/17 17:54,5875528.0,798887,23576,17990842,a,Mozilla Firefox,Mobile,0
488,IDjoeUcv9,10/01/17 09:27,1246199.0,177119,41706,4000296,a,Edge,Tablet,0
489,IDnLC6dfJ,20/01/17 12:40,5193907.0,361569,50088,57977218,b,Mozilla Firefox,Desktop,0
490,ID4CpvsZy,11/01/17 14:41,1199396.0,716284,15912,7864011,f,Mozilla Firefox,Mobile,0
491,IDpj4MwOs,17/01/17 17:13,8905501.0,843918,10327,74868704,a,Edge,Tablet,0
492,ID0X8xMDr,19/01/17 15:19,-1.0,830735,56811,15961717,e,Edge,Tablet,0
493,ID6e8hEBX,14/01/17 15:43,8407060.0,96840,17714,29916445,e,Edge,Tablet,0
494,IDY5F5tlW,19/01/17 16:41,4905683.0,855051,2053,91553313,c,Internet Explorer,Desktop,1
495,IDNHTfoTP,13/01/17 06:02,9100093.0,103249,40339,43452411,e,Internet Explorer,Mobile,0
496,IDVWcssqy,17/01/17 10:51,1006906.0,338826,85860,99684291,b,Edge,Tablet,0
497,IDsLML10o,19/01/17 17:56,-1.0,6688,6906,99510044,b,Safari,Tablet,0
498,IDf8GuO4u,15/01/17 02:23,2631714.0,99128,95113,65017662,a,Google Chrome,Mobile,0
499,IDG18NC2w,11/01/17 18:45,2840429.0,662455,70409,43770446,a,Edge,Tablet,0
500,IDLWD5eyv,19/01/17 10:31,7311588.0,371154,15912,7864011,a,Edge,Tablet,0
501,IDlwoze9q,18/01/17 16:15,4354370.0,275594,6906,99510044,a,Google Chrome,Mobile,0
502,IDx9Tpq9y,13/01/17 14:09,6510239.0,598454,20322,7864011,e,Google Chrome,Desktop,0
503,IDoOQmiCw,12/01/17 16:36,6476951.0,262169,25491,15961717,b,Mozilla Firefox,Desktop,0
504,IDPUw0g2B,14/01/17 16:29,5264088.0,670375,82877,67290861,b,Mozilla Firefox,Mobile,0
505,IDRvDrIuW,13/01/17 10:40,1531133.0,105105,30580,67147700,a,Mozilla Firefox,Desktop,0
506,IDrii3gC2,10/01/17 16:20,3766041.0,72779,87732,555603,b,Edge,Tablet,0
507,IDsfKuQpA,16/01/17 10:58,1640200.0,667774,40339,47941469,b,Edge,Tablet,0
508,IDjmZ9X9g,16/01/17 10:32,5741091.0,917130,45620,31388981,e,Opera,Mobile,0
509,IDvcHYyOb,16/01/17 16:23,2480790.0,430958,42227,21153737,f,Edge,Tablet,0
510,IDU8zVDk5,14/01/17 15:57,5941697.0,8739,36768,91553313,a,Mozilla Firefox,Desktop,0
511,IDibRqpza,11/01/17 06:34,109560.0,414663,98552,16150900,a,Mozilla Firefox,Mobile,0
512,IDC0NCnHI,19/01/17 09:22,2765416.0,13124,14960,52437512,d,Mozilla Firefox,Desktop,0
513,ID5RMsdGe,20/01/17 03:44,8952942.0,325359,8467,14999030,b,Mozilla Firefox,Desktop,0
